CHELSA_bio10_01_b1,FAPAR_mean_January,FAPAR_mean_June,precipitation,elevation,landcover_cropland_precentage,landcover_class,landsat8_nir,landsat8_red,landsat8_swir1,landsat8_swir2,pH,sentinel2_band_2,sentinel2_band_4,sentinel2_band_9
240,132.5,132.5454545,15614.58333,1085,0,3,80,111,150,161,8.2,30,63,147
208,156.1241379,166,15584.91667,1613,70,3,69,75,123,123,8.1,37,74,124
208,156.1241379,166,15584.91667,1613,70,3,69,75,123,123,8.3,37,74,124
211,145.7829457,141.4782609,15485.58333,1574,18,4,83,113,155,161,8.2,49,99,159
211,145.7829457,141.4782609,15485.58333,1574,18,4,83,113,155,161,8.3,49,99,159
211,145.7829457,141.4782609,15485.58333,1574,18,4,83,113,155,161,8.2,49,99,159
270,251.2098765,439.5,15447,90,79,3,70,40,74,57,8,30,50,106
270,251.2098765,439.5,15447,90,79,3,70,40,74,57,7.6,30,50,106
270,251.2098765,439.5,15447,90,79,3,70,40,74,57,7.6,30,50,106
270,251.2098765,439.5,15447,90,79,3,70,40,74,57,7.6,30,50,106
284,157.1807229,397.2727273,15413,142,46,4,72,75,135,121,5.4,28,53,115
284,157.1807229,397.2727273,15413,142,46,4,72,75,135,121,4.8,28,53,115
284,157.1807229,397.2727273,15413,142,46,4,72,75,135,121,4.8,28,53,115
257,183.275,443.8,15265.91667,475,8,8,74,35,81,53,5,16,20,142
257,183.275,443.8,15265.91667,475,8,8,74,35,81,53,5.3,16,20,142
257,183.275,443.8,15265.91667,475,8,8,74,35,81,53,5.2,16,20,142
257,183.275,443.8,15265.91667,475,8,8,74,35,81,53,5,16,20,142
257,191.1081081,502.1666667,15270.83333,517,2,3,76,35,82,53,7,21,30,104
257,191.1081081,502.1666667,15270.83333,517,2,3,76,35,82,53,7.3,21,30,104
257,191.1081081,502.1666667,15270.83333,517,2,3,76,35,82,53,7.5,21,30,104
257,191.1081081,502.1666667,15270.83333,517,2,3,76,35,82,53,7.7,21,30,104
265,194.6901408,439.6,15308.5,332,15,2,74,45,88,58,7.6,27,46,114
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,6.9,26,38,125
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,7,26,38,125
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,7.5,26,38,125
261,191.9512195,390,15255.08333,415,11,1,63,48,82,58,6.5,30,48,135
261,191.9512195,390,15255.08333,415,11,1,63,48,82,58,6.8,30,48,135
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,6.9,26,38,125
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,7.3,26,38,125
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,7.5,26,38,125
267,194.6901408,439.6,15384.66667,323,4,8,73,45,88,62,7.3,26,38,125
263,180.6438356,405.625,15356.75,410,18,3,62,39,80,51,6.8,26,42,107
263,180.6438356,405.625,15356.75,410,18,3,62,39,80,51,7.2,26,42,107
263,180.6438356,405.625,15356.75,410,18,3,62,39,80,51,8,26,42,107
201,500.125,338.0545455,15333.25,1725,56,4,66,29,87,61,5.1,17,32,107
235,292.4285714,438.3333333,15358.41667,694,0,2,62,51,106,79,7.3,22,46,139
235,292.4285714,438.3333333,15358.41667,694,0,2,62,51,106,79,6.8,22,46,139
244,432.375,630.2727273,15451.83333,446,79,4,66,42,116,93,6.3,18,17,116
244,432.375,630.2727273,15451.83333,446,79,4,66,42,116,93,6.6,18,17,116
244,432.375,630.2727273,15451.83333,446,79,4,66,42,116,93,7.4,18,17,116
244,432.375,630.2727273,15451.83333,446,79,4,66,42,116,93,7.1,18,17,116
245,432.375,630.2727273,15451.83333,430,75,4,83,31,91,63,7.1,22,23,149
245,432.375,630.2727273,15451.83333,430,75,4,83,31,91,63,7,22,23,149
245,432.375,630.2727273,15451.83333,430,75,4,83,31,91,63,6.9,22,23,149
246,432.375,630.2727273,15504.66667,424,65,2,62,42,105,89,8.6,27,33,105
246,432.375,630.2727273,15504.66667,424,65,2,62,42,105,89,8.6,27,33,105
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,6.1,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,5.8,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,5.4,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,5.2,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,5.2,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,5,13,15,179
217,853.65,857.5714286,14853.83333,927,2,1,86,30,89,50,4.9,13,15,179
208,853.65,857.5714286,14824.91667,1016,0,1,78,3,52,23,4.9,10,10,116
208,853.65,857.5714286,14824.91667,1016,0,1,78,3,52,23,5.4,10,10,116
208,853.65,857.5714286,14824.91667,1016,0,1,78,3,52,23,5.8,10,10,116
208,853.65,857.5714286,14824.91667,1016,0,1,78,3,52,23,5.6,10,10,116
212,852.037037,862.4,14939.25,981,11,1,91,16,73,35,5.4,15,15,160
212,852.037037,862.4,14939.25,981,11,1,91,16,73,35,4.9,15,15,160
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,7,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,6.3,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,5.4,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,5.4,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,5.2,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,5.3,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,6.4,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,5.1,27,47,158
203,852.037037,862.4,14949.33333,1127,16,3,86,20,88,46,6.4,27,47,158
213,852.037037,862.4,14880.83333,885,0,1,79,1,46,18,5.6,13,12,163
213,852.037037,862.4,14880.83333,885,0,1,79,1,46,18,5.5,13,12,163
212,852.037037,862.4,14939.25,981,11,1,91,16,73,35,4.9,15,15,160
212,852.037037,862.4,14939.25,981,11,1,91,16,73,35,5,15,15,160
212,852.037037,862.4,14939.25,981,11,1,91,16,73,35,5.2,15,15,160
236,506.5555556,619.4285714,15196.5,517,21,3,80,27,75,42,6.8,12,12,105
239,550.1428571,628.8571429,15329.83333,497,60,4,52,27,67,42,6.6,25,29,125
235,534.6875,600,15200.16667,557,0,1,62,31,85,52,6.6,38,47,125
239,439.6153846,589.5833333,15284.83333,469,72,4,76,31,78,43,6.4,36,56,116
241,425.5384615,554.8461538,15312.25,458,52,4,100,26,84,42,6.1,26,29,140
238,466.4166667,589,15235.83333,516,22,3,78,42,100,61,6.3,14,13,146
240,415.3,593.0714286,15297.66667,471,69,4,82,41,93,54,6.5,39,55,137
240,466.4166667,589,15294,483,20,4,62,34,91,55,6.8,23,25,130
234,529.1404223,537.2656497,15234.41667,588,18,3,79,41,103,67,5.6,24,34,125
234,529.1404223,537.2656497,15253.16667,573,18,4,82,43,123,80,5.7,29,42,136
240,415.3,593.0714286,15274.58333,482,43,4,71,47,117,86,7.2,22,27,94
236,506.5555556,619.4285714,15136.91667,522,18,8,77,39,93,66,6.1,13,13,96
236,506.5555556,619.4285714,15136.91667,522,18,8,77,39,93,66,6.3,13,13,96
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,7.1,21,24,107
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,6.7,21,24,107
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,7.2,21,24,107
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,6.6,21,24,107
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,6.6,21,24,107
239,550.1428571,628.8571429,15282.58333,498,31,4,56,31,77,54,6.8,21,24,107
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,5.6,28,28,126
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,6.1,28,28,126
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,6.3,28,28,126
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,6.1,28,28,126
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,5.9,28,28,126
235,534.6875,600,15200.16667,552,0,1,56,40,89,60,6.2,28,28,126
239,439.6153846,589.5833333,15284.83333,470,73,2,71,31,86,48,5.8,29,37,118
239,439.6153846,589.5833333,15284.83333,470,73,2,71,31,86,48,6.1,29,37,118
239,439.6153846,589.5833333,15284.83333,470,73,2,71,31,86,48,5.9,29,37,118
239,439.6153846,589.5833333,15284.83333,470,73,2,71,31,86,48,6.6,29,37,118
239,439.6153846,589.5833333,15284.83333,470,73,2,71,31,86,48,6.9,29,37,118
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,6.1,20,21,146
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,6.5,20,21,146
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,7,20,21,146
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,7.4,20,21,146
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,7.4,20,21,146
241,425.5384615,554.8461538,15312.25,460,69,4,94,30,95,50,7.3,20,21,146
239,506.5555556,619.4285714,15294.25,490,70,2,56,39,67,45,6.8,25,25,117
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,6.8,14,13,124
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,7.3,14,13,124
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,7.5,14,13,124
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,7.1,14,13,124
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,5.7,14,13,124
238,466.4166667,589,15235.83333,519,18,1,81,38,91,51,6,14,13,124
240,415.3,593.0714286,15297.25,472,70,4,85,37,91,52,6.9,25,36,127
240,415.3,593.0714286,15297.25,472,70,4,85,37,91,52,6.2,25,36,127
240,415.3,593.0714286,15297.25,472,70,4,85,37,91,52,6.3,25,36,127
240,415.3,593.0714286,15297.25,472,70,4,85,37,91,52,6.6,25,36,127
240,415.3,593.0714286,15297.25,472,70,4,85,37,91,52,6.7,25,36,127
240,466.4166667,589,15294,484,35,1,58,33,91,57,6.8,22,28,137
240,466.4166667,589,15294,484,35,1,58,33,91,57,6.8,22,28,137
240,466.4166667,589,15294,484,35,1,58,33,91,57,7,22,28,137
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,5.5,17,20,127
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,4.9,17,20,127
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,7.5,17,20,127
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,8.5,17,20,127
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,8.5,17,20,127
234,529.1404223,537.2656497,15212.5,591,17,3,82,47,120,82,8.5,17,20,127
234,529.1404223,537.2656497,15253.16667,576,17,2,82,50,135,93,5.5,39,61,128
234,529.1404223,537.2656497,15253.16667,576,17,2,82,50,135,93,5.3,39,61,128
234,529.1404223,537.2656497,15253.16667,576,17,2,82,50,135,93,5.4,39,61,128
234,529.1404223,537.2656497,15253.16667,576,17,2,82,50,135,93,5.6,39,61,128
234,529.1404223,537.2656497,15253.16667,576,17,2,82,50,135,93,6.1,39,61,128
233,571.7647059,633.625,15123.5,612,0,1,72,23,74,38,6.3,20,24,119
233,571.7647059,633.625,15123.5,612,0,1,72,23,74,38,6.1,20,24,119
233,571.7647059,633.625,15123.5,612,0,1,72,23,74,38,6.3,20,24,119
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.2,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.2,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.2,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.5,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.5,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,7.7,23,30,129
240,415.3,593.0714286,15274.58333,483,44,4,56,32,78,50,8.1,23,30,129
240,424.3571429,557,15391.5,760,1,3,75,35,75,57,6.6,24,30,132
240,424.3571429,557,15391.5,760,1,3,75,35,75,57,7.3,24,30,132
240,424.3571429,557,15391.5,760,1,3,75,35,75,57,7.7,24,30,132
240,424.3571429,557,15391.5,760,1,3,75,35,75,57,7.9,24,30,132
240,424.3571429,557,15391.5,760,1,3,75,35,75,57,9.3,24,30,132
240,424.3571429,557,15445.08333,760,26,3,79,25,53,33,8.1,17,17,117
240,424.3571429,557,15445.08333,760,26,3,79,25,53,33,8.4,17,17,117
240,424.3571429,557,15445.08333,760,26,3,79,25,53,33,9.2,17,17,117
240,424.3571429,557,15445.08333,760,26,3,79,25,53,33,9.6,17,17,117
240,424.3571429,557,15349.16667,755,0,1,80,23,60,39,7.4,21,23,123
240,424.3571429,557,15349.16667,755,0,1,80,23,60,39,7.3,21,23,123
240,424.3571429,557,15349.16667,755,0,1,80,23,60,39,7.4,21,23,123
240,424.3571429,557,15445.08333,768,8,1,64,29,60,42,6.9,13,13,158
240,424.3571429,557,15445.08333,768,8,1,64,29,60,42,7.3,13,13,158
240,424.3571429,557,15445.08333,768,8,1,64,29,60,42,7.4,13,13,158
240,424.3571429,557,15445.08333,768,8,1,64,29,60,42,7.3,13,13,158
240,424.3571429,557,15445.08333,768,8,1,64,29,60,42,7.4,13,13,158
238,424.3571429,557,15549.58333,800,79,4,56,47,74,61,7,23,30,100
238,424.3571429,557,15549.58333,800,79,4,56,47,74,61,6.8,23,30,100
240,433.1034483,536.125,15510.08333,749,55,4,84,41,82,57,8.7,31,46,147
240,433.1034483,536.125,15510.08333,749,55,4,84,41,82,57,8.5,31,46,147
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7,15,15,118
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7.2,15,15,118
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7.4,15,15,118
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7.4,15,15,118
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7.5,15,15,118
240,424.3571429,557,15349.16667,755,1,1,70,21,55,37,7.6,15,15,118
239,424.3571429,557,15492.16667,781,12,3,94,16,56,30,7.6,18,17,120
239,424.3571429,557,15492.16667,781,12,3,94,16,56,30,7.2,18,17,120
239,424.3571429,557,15492.16667,781,12,3,94,16,56,30,7,18,17,120
239,424.3571429,557,15492.16667,781,12,3,94,16,56,30,7,18,17,120
239,398.7428571,563.6875,15359.33333,780,5,3,72,35,66,48,7.4,18,25,118
239,398.7428571,563.6875,15367,781,15,3,79,27,59,36,7.5,22,27,91
239,398.7428571,563.6875,15367,781,15,3,79,27,59,36,7.4,22,27,91
239,424.3571429,557,15492.16667,789,19,2,75,27,64,41,8.5,22,25,127
239,424.3571429,557,15492.16667,789,19,2,75,27,64,41,8.1,22,25,127
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,7.2,24,38,112
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,7.2,24,38,112
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,8,24,38,112
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,8.7,24,38,112
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,8.4,24,38,112
239,424.3571429,557,15481.16667,779,4,2,67,36,74,52,7.8,24,38,112
240,398.7428571,563.6875,15343.41667,764,6,1,51,40,73,64,7.3,21,24,113
240,398.7428571,563.6875,15343.41667,764,6,1,51,40,73,64,6.9,21,24,113
240,398.7428571,563.6875,15343.41667,764,6,1,51,40,73,64,9,21,24,113
239,398.7428571,563.6875,15290.5,777,3,3,66,46,75,59,7.3,24,31,111
239,398.7428571,563.6875,15290.5,777,3,3,66,46,75,59,7.2,24,31,111
239,398.7428571,563.6875,15290.5,777,3,3,66,46,75,59,7.8,24,31,111
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,7.4,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,7.6,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,7.8,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,8.8,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,8.7,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,8.2,24,37,106
239,424.3571429,557,15469.58333,775,17,3,56,47,71,60,7.6,24,37,106
240,398.7428571,563.6875,15343.41667,765,7,4,80,18,55,34,7.6,20,25,94
240,398.7428571,563.6875,15343.41667,765,7,4,80,18,55,34,7.8,20,25,94
240,398.7428571,563.6875,15343.41667,765,7,4,80,18,55,34,8.5,20,25,94
240,398.7428571,563.6875,15343.41667,765,7,4,80,18,55,34,8.6,20,25,94
240,398.7428571,563.6875,15343.41667,765,7,4,80,18,55,34,8.5,20,25,94
239,398.7428571,563.6875,15343.41667,770,16,3,64,22,50,33,6.8,19,27,118
255,456.7209302,625.3571429,15298,117,2,1,102,32,98,51,5.2,23,30,141
255,456.7209302,625.3571429,15298,117,2,1,102,32,98,51,5.2,23,30,141
255,456.7209302,625.3571429,15298,117,2,1,102,32,98,51,5.5,23,30,141
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,5.4,21,23,139
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,5.1,21,23,139
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,5,21,23,139
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,4.9,21,23,139
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,4.5,21,23,139
257,541.9727396,607.9109006,15309.25,88,9,3,83,29,85,44,4.8,21,23,139
256,456.7209302,625.3571429,15298,124,2,3,75,49,110,73,5.5,40,59,141
256,456.7209302,625.3571429,15298,124,2,3,75,49,110,73,5.2,40,59,141
256,456.7209302,625.3571429,15298,124,2,3,75,49,110,73,5.1,40,59,141
256,456.7209302,625.3571429,15298,124,2,3,75,49,110,73,4.9,40,59,141
256,456.7209302,625.3571429,15298,124,2,3,75,49,110,73,4.7,40,59,141
257,541.9727396,607.9109006,15309.25,85,0,3,65,30,63,34,5.2,17,22,118
257,541.9727396,607.9109006,15309.25,85,0,3,65,30,63,34,4.9,17,22,118
257,541.9727396,607.9109006,15309.25,85,0,3,65,30,63,34,4.6,17,22,118
257,541.9727396,607.9109006,15309.25,85,0,3,65,30,63,34,5.1,17,22,118
259,540.7168268,604.6583735,15349.08333,55,0,4,80,27,90,51,5.7,22,27,158
259,540.7168268,604.6583735,15349.08333,55,0,4,80,27,90,51,5.6,22,27,158
259,540.7168268,604.6583735,15349.08333,55,0,4,80,27,90,51,5.8,22,27,158
259,540.7168268,604.6583735,15349.08333,55,0,4,80,27,90,51,5.9,22,27,158
259,541.9727396,607.9109006,15370.41667,54,0,3,80,43,110,71,9.2,25,27,122
199,467.3333333,373.5675676,15333.83333,1768,44,4,52,47,95,86,6,15,37,107
199,467.3333333,373.5675676,15333.83333,1768,44,4,52,47,95,86,6.4,15,37,107
199,467.3333333,373.5675676,15333.83333,1768,44,4,52,47,95,86,6.5,15,37,107
199,467.3333333,373.5675676,15333.83333,1768,44,4,52,47,95,86,6.1,15,37,107
200,500.125,338.0545455,15357.25,1739,46,2,57,48,108,93,6.3,17,41,112
200,500.125,338.0545455,15357.25,1739,46,2,57,48,108,93,6.3,17,41,112
200,500.125,338.0545455,15357.25,1739,46,2,57,48,108,93,6.4,17,41,112
200,500.125,338.0545455,15357.25,1739,46,2,57,48,108,93,6.5,17,41,112
232,440.5714286,250.5576923,15307.5,1195,0,2,57,32,74,55,6.7,25,44,86
232,440.5714286,250.5576923,15307.5,1195,0,2,57,32,74,55,6.3,25,44,86
232,440.5714286,250.5576923,15307.5,1195,0,2,57,32,74,55,6.2,25,44,86
194,841.2173913,851.3076923,15078.91667,1793,29,4,58,40,78,58,6.3,26,39,158
194,841.2173913,851.3076923,15078.91667,1793,29,4,58,40,78,58,6.3,26,39,158
194,841.2173913,851.3076923,15078.91667,1793,29,4,58,40,78,58,6.2,26,39,158
194,841.2173913,851.3076923,15078.91667,1793,29,4,58,40,78,58,6.6,26,39,158
194,841.2173913,851.3076923,15078.91667,1793,29,4,58,40,78,58,6.7,26,39,158
195,551.754717,583.7738095,15084.66667,1788,34,4,68,33,77,49,6.1,20,30,113
195,551.754717,583.7738095,15084.66667,1788,34,4,68,33,77,49,6.5,20,30,113
195,551.754717,583.7738095,15084.66667,1788,34,4,68,33,77,49,6.6,20,30,113
194,841.2173913,851.3076923,15078.91667,1818,16,8,81,57,120,82,5.8,21,32,127
194,841.2173913,851.3076923,15078.91667,1818,16,8,81,57,120,82,5.7,21,32,127
194,841.2173913,851.3076923,15078.91667,1818,16,8,81,57,120,82,6.5,21,32,127
194,841.2173913,851.3076923,15078.91667,1818,16,8,81,57,120,82,6.7,21,32,127
194,841.2173913,851.3076923,15078.91667,1818,16,8,81,57,120,82,6.9,21,32,127
193,841.2173913,851.3076923,15043.08333,1822,34,4,68,39,96,67,5.4,25,39,119
193,841.2173913,851.3076923,15043.08333,1822,34,4,68,39,96,67,5.2,25,39,119
193,841.2173913,851.3076923,15043.08333,1822,34,4,68,39,96,67,5.3,25,39,119
193,841.2173913,851.3076923,15043.08333,1822,34,4,68,39,96,67,5.2,25,39,119
193,519.3584906,551.6666667,15104.25,1796,64,4,72,36,87,58,5.9,39,75,134
193,519.3584906,551.6666667,15104.25,1796,64,4,72,36,87,58,6.1,39,75,134
193,519.3584906,551.6666667,15104.25,1796,64,4,72,36,87,58,6.4,39,75,134
193,519.3584906,551.6666667,15104.25,1796,64,4,72,36,87,58,6.7,39,75,134
193,519.3584906,551.6666667,15104.25,1796,64,4,72,36,87,58,6.7,39,75,134
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,6.1,24,37,124
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,6,24,37,124
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,5.9,24,37,124
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,5.9,24,37,124
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,6.4,24,37,124
193,519.3584906,551.6666667,15104.25,1830,38,4,65,49,91,68,6.6,24,37,124
195,519.3584906,551.6666667,15111.58333,1776,31,4,75,60,122,86,6.7,35,54,153
195,519.3584906,551.6666667,15111.58333,1776,31,4,75,60,122,86,6.9,35,54,153
195,519.3584906,551.6666667,15111.58333,1776,31,4,75,60,122,86,6.8,35,54,153
195,519.3584906,551.6666667,15111.58333,1776,31,4,75,60,122,86,6.9,35,54,153
195,519.3584906,551.6666667,15111.58333,1754,43,4,90,59,129,88,6.8,30,40,125
195,519.3584906,551.6666667,15111.58333,1754,43,4,90,59,129,88,7.1,30,40,125
195,519.3584906,551.6666667,15111.58333,1754,43,4,90,59,129,88,6.1,30,40,125
195,519.3584906,551.6666667,15111.58333,1754,43,4,90,59,129,88,5.6,30,40,125
196,506.3076923,404.4375,15244.83333,1795,40,4,69,42,103,75,6.1,26,46,129
196,506.3076923,404.4375,15244.83333,1795,40,4,69,42,103,75,6.4,26,46,129
196,506.3076923,404.4375,15244.83333,1795,40,4,69,42,103,75,6.5,26,46,129
185,841.92,855.6511628,15022.08333,1960,38,4,77,39,92,58,7,31,46,133
185,841.92,855.6511628,15022.08333,1960,38,4,77,39,92,58,9.4,31,46,133
185,841.92,855.6511628,15022.08333,1960,38,4,77,39,92,58,9.2,31,46,133
185,841.92,855.6511628,15022.08333,1960,38,4,77,39,92,58,9.5,31,46,133
185,841.92,855.6511628,15022.08333,1960,38,4,77,39,92,58,9.2,31,46,133
184,841.92,855.6511628,15037.91667,1976,35,4,80,33,77,47,7.8,17,26,116
184,841.92,855.6511628,15037.91667,1976,35,4,80,33,77,47,7.7,17,26,116
184,841.92,855.6511628,15037.91667,1976,35,4,80,33,77,47,7,17,26,116
184,841.92,855.6511628,15037.91667,1976,35,4,80,33,77,47,7.2,17,26,116
184,841.92,855.6511628,15037.91667,1976,35,4,80,33,77,47,7.9,17,26,116
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,6.8,15,22,146
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,7.4,15,22,146
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,7.4,15,22,146
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,7.7,15,22,146
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,7.7,15,22,146
183,841.92,855.6511628,14921.33333,1972,39,4,85,39,93,55,7.8,15,22,146
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,7.5,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.2,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.3,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.3,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.3,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.5,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.3,21,29,76
185,520.5121951,543.5507246,14912.08333,1956,3,5,54,16,16,9,8.2,21,29,76
170,499.5952381,509.6166667,14984.16667,2261,69,4,60,30,82,51,5.3,15,28,104
170,499.5952381,509.6166667,14984.16667,2261,69,4,60,30,82,51,5.5,15,28,104
170,499.5952381,509.6166667,14984.16667,2261,69,4,60,30,82,51,5.8,15,28,104
170,499.5952381,509.6166667,14984.16667,2261,69,4,60,30,82,51,5.8,15,28,104
180,499.5952381,509.6166667,15073.83333,2074,30,2,69,41,94,65,6.4,25,54,136
180,499.5952381,509.6166667,15073.83333,2074,30,2,69,41,94,65,7,25,54,136
180,499.5952381,509.6166667,15073.83333,2074,30,2,69,41,94,65,7.4,25,54,136
180,499.5952381,509.6166667,15080.66667,2058,33,4,75,49,106,71,6.1,45,79,148
180,499.5952381,509.6166667,15080.66667,2058,33,4,75,49,106,71,5.9,45,79,148
180,499.5952381,509.6166667,15080.66667,2058,33,4,75,49,106,71,6.2,45,79,148
180,499.5952381,509.6166667,15080.66667,2058,33,4,75,49,106,71,6.6,45,79,148
180,499.5952381,509.6166667,15080.66667,2058,33,4,75,49,106,71,6.7,45,79,148
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,5.8,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,6.5,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,6.9,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,6.9,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,7.1,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,7.2,25,46,150
186,446.5172414,395.9130435,15210.41667,1945,29,2,89,63,141,107,7.3,25,46,150
187,496.65,420.3333333,15218.66667,1948,35,4,64,40,94,69,6.1,18,31,123
187,496.65,420.3333333,15218.66667,1948,35,4,64,40,94,69,5.8,18,31,123
187,496.65,420.3333333,15218.66667,1948,35,4,64,40,94,69,6,18,31,123
187,496.65,420.3333333,15218.66667,1948,35,4,64,40,94,69,6.2,18,31,123
185,496.65,420.3333333,15196.33333,1975,32,4,63,50,125,113,6,23,45,135
185,496.65,420.3333333,15196.33333,1975,32,4,63,50,125,113,6.6,23,45,135
